svd,EXHIBITION_NAME,EXHIBITION_COUNTRY,EXHIBITION_LOCATION,EXHIBITS,EXHIBITION_INDUSTRY,FREQUENCY,CONTACT_EMAIL
0.431488693,19th SME's Product Service and Technology-2015(SME's 2015 ),Mongolia,Misheel Expo Center,"Agricultural products food and beverage, Light industry, Home improvement, Technology, International Pavilion.","Agriculture,Forestry,FisheryandFood/Agriculture,Forestry,FisheryProducts;Agriculture,Forestry,FisheryandFood/Food&Beverages,FoodProcessing;Living/Leather(Materials,Products,Machinery),Footwear;Living/Textiles&Apparel(Materials,Products&Machinery);Living/Housewares,Tableware,Porcelain,Glassware;Machinery,IndustrialTechnology/Electric&Electronics(Products,Machinery)",Annual,Matsumto.Takeshi@mongolchamber.mn
0.563261374,DAEGU FOOD TOUR EXPO 2015(DFTE),South Korea,EXCO,Daegu Regional Food.,"Agriculture,Forestry,FisheryandFood/Food&Beverages,FoodProcessing;Agriculture,Forestry,FisheryandFood/Agriculture,Forestry,FisheryProducts",Annual,food@exco.co.kr
0.51563181,in-cosmetics Korea 2015,South Korea,COEX,Personal Care ingredients.,"Living/Cosmetics,BeautyCareProducts,Perfumery",Annual,incoskorea.helpline@reedexpo.co.uk
0.525052493,THERM PROCESS 2015,Germany,Duesseldorf Fairgrounds,"Industrial Furnaces and Heating Plant; Construction Modules for Industrial Furnaces and Heating Plant; Heat Insulating and Fireproof Materials for Furnace Construction; Measurement, Control and Testing Technology; Environmental Technology Including Waste Disposal","Machinery,IndustrialTechnology/Metals,MetalProducts,Hardware,Tools;Machinery,IndustrialTechnology/OtherIndustrialMachinery&Equipment;Environment/EnvironmentalProtection,WasteDisposal,Recycling;FundamentalIndustries/Mining,Energy;Machinery,IndustrialTechnology/Testing,Measuring&Analyzing,PrecisionMechanics",Once in 4 years,thermprocess@messe-duesseldorf.de
0.464912593,International Metallurgical Trade Fair with Congresses(METEC 2015),Germany,Messe Duesseldorf,"plants & equipment for iron, steel, non-ferrous metal production, casting & pouring of molten steel, shaping of steel; equipment and components for metallurgical plants, rolling mills; electrical engineering & process control technology; environmental protection, disposal, gas purificaton etc.","Machinery,IndustrialTechnology/Metals,MetalProducts,Hardware,Tools;Machinery,IndustrialTechnology/MachineTools,Metalworking;Machinery,IndustrialTechnology/Testing,Measuring&Analyzing,PrecisionMechanics;Machinery,IndustrialTechnology/ManufacturingTechnology&Engineering;Environment/EnvironmentalProtection,WasteDisposal,Recycling",Once in 4 years,metec@messe-duesseldorf.de
0.437966688,International Trade Fair for Precision Castings(NEWCAST 2015),Germany,Messe Duesseldorf,"ferrous (iron, steel, malleable foundries) & non-ferrous metal castings (aluminium, zinc, copper, magnesium, nickel and other non-ferrous metal foundries), services, forging, sinters etc.","Machinery,IndustrialTechnology/Metals,MetalProducts,Hardware,Tools;Machinery,IndustrialTechnology/MachineTools,Metalworking;Machinery,IndustrialTechnology/Testing,Measuring&Analyzing,PrecisionMechanics;Machinery,IndustrialTechnology/ManufacturingTechnology&Engineering;Environment/EnvironmentalProtection,WasteDisposal,Recycling",Once in 4 years,newcast@messe-duesseldorf.de
0.5112364,OPTICS Taiwan - The 7th Int'l Precision Optics & Image Sensing Exposition(OPTICS Taiwan 2015),Taiwan,TWTC Nangang Exhibition Hall,"1) Optical Lenses / Module for Optical Instruments, for OA Products & for Car2) Optical Components Lens, Mirror, Prism, Filter, etc.,  3) Coating Products  4) Optical Materials  5)Manufacturing Equipment, Optical Design Software, Precision Mold, Measuring Instruments, etc.","Machinery,IndustrialTechnology/Testing,Measuring&Analyzing,PrecisionMechanics;Information,Telecommunication/Optics,OpticalInstruments,Laser;FundamentalIndustries/Minerals,Stones,Glass,Ceramics;FundamentalIndustries/Chemistry,Rubber,Plastics,Materials;Information,Telecommunication/Telecommunication,DataProcessing,Computer;Machinery,IndustrialTechnology/ManufacturingTechnology&Engineering",Annual,exhibit@mail.pida.org.tw
0.450113809,The 12th International Exposition on Power Transmission and Distribution Power Electrical Appliances and Equipments(PTD Expo Guangzhou 2015),China,China Import and Export Fair Complex (Canton Fair Complex),"Transmission and distribution equipment, Power/electrical safety, Electrical accessories, Industrial electrical equipment/Gas, Energy-saving products and equipment, Construction of electrical, Smart Electrical.","Machinery,IndustrialTechnology/Electric&Electronics(Products,Machinery)",Annual,intexpo@public.guangzhou.gd.cn
0.540958497,Next-generation Vehicles Expo,Japan,Tokyo Big Sight,"Next-generation vehicles and motorcycles, automotive battery, drive system, lightweight material","FundamentalIndustries/Mining,Energy;Transportation,Logistics,Packaging/Automobiles(incl.Parts,Machinery);Information,Telecommunication/Telecommunication,DataProcessing,Computer;Environment/EnvironmentalProtection,WasteDisposal,Recycling",Annual,j-event@media.nikkan.co.jp
0.254068735,"13th INTERNATIONAL FAIR ""FOREST - WOOD & TECHNOLOGY""(EXPOFOREST )",Bolivia,"Fair Exhibition of Santa Cruz, FEXPOCRUZ","Wood industry (furniture, floors, doors, etc.), Machinery and Tools, Forest Products, Services, Inputs for the forest industry, Institutional, Automotive Sector, Crafts, Environment.","Agriculture,Forestry,FisheryandFood/Agriculture,Forestry,FisheryProducts;Machinery,IndustrialTechnology/Woodworking/FurnitureManufacturingMachinery;Living/Furniture&Furnishings,Parts;Environment/EnvironmentalProtection,WasteDisposal,Recycling;Transportation,Logistics,Packaging/Automobiles(incl.Parts,Machinery);Living/Gifts,Handicrafts,Premiums&Incentives",Annual,feria@fexpocruz.com.bo
0.487952917,Industrial Components & Subcontracting 2015,Thailand,Bangkok International Trade & Exhibition Centre (BITEC),"Parts& Component for Automotive and Electronic, Fastenes, Mechanical Spring, Parts Machining, Forging, Casting, Forming, Cutting, Fine Blanking Industrial Services.","Machinery,IndustrialTechnology/Metals,MetalProducts,Hardware,Tools;Machinery,IndustrialTechnology/MachineTools,Metalworking;Machinery,IndustrialTechnology/Electric&Electronics(Products,Machinery);Information,Telecommunication/OfficeSupplies&Equipment,OfficeAutomation;Transportation,Logistics,Packaging/Automobiles(incl.Parts,Machinery);Transportation,Logistics,Packaging/Logistics,Storage,Warehousing",Annual,components-subcon@reedtradex.co.th
0.577914264,The 3rd BANGKOK INTERNATIONAL AUTO SALON(BIAS),Thailand,IMPACT Muang Thong Thai,"modified car, automobile accessories.","Transportation,Logistics,Packaging/Automobiles(incl.Parts,Machinery);Transportation,Logistics,Packaging/Equipment&SupplyforAutomotiveServices",Annual,ketchanat@inspire.co.th
0.56720688,"International Exhibition on Metalworking & Machine Tools, Equipment and Technology(METALTECH)",Vietnam,Saigon Exhibition & Convention Center (SECC),"Turning Machines, Milling Machines, Boring Machines, Grilling and Tapping Machines, Grinding Machines, Gear cutting machines, Modular machines & modular units, Metal Forming Machine and special purpose machines, Machine tool components and auxiliary equipments.","Machinery,IndustrialTechnology/Metals,MetalProducts,Hardware,Tools;Machinery,IndustrialTechnology/MachineTools,Metalworking;Machinery,IndustrialTechnology/OtherIndustrialMachinery&Equipment",Annual,topreput@top-repute.com
0.591480689,"International Exhibition on Plastic Technology, Machinery, Product and Raw Material(PLASTICS FAIR)",Vietnam,Saigon Exhibition & Convention Center (SECC),"Machinery, ancillary equipment, moulds, raw materials, regenerated and composite materials, semi-finished and finished products for the plastics and rubber industry.","FundamentalIndustries/Chemistry,Rubber,Plastics,Materials;Machinery,IndustrialTechnology/Metals,MetalProducts,Hardware,Tools",Annual,topreput@top-repute.com
0.591480689,International Exhibition on Industrial Automation(AUTOMATION),Vietnam,Saigon Exhibition & Convention Center (SECC),"Turning Machines, Milling Machines, Boring Machines, Grilling and Tapping Machines,Grinding Machines, Gear cutting machines, Modular machines & modular units, Metal Forming Machine and special purpose machines, Machine tool components and auxiliary equipments.","Machinery,IndustrialTechnology/Metals,MetalProducts,Hardware,Tools;Machinery,IndustrialTechnology/MachineTools,Metalworking;Machinery,IndustrialTechnology/OtherIndustrialMachinery&Equipment",Annual,topreput@top-repute.com
0.57166189,"International Exhibition on Printing & Packaging Technology, Machinery and Equipment(Print & Pack)",Vietnam,Saigon Exhibition & Convention Center (SECC),"Printing/Packing machines; Bag-filling, Banding machine, Box packaging equipment, Computer graphic machinery, Coating machine, Date making and stamping equipment, Labeling machine, Stretch wrapping machine etc.","Transportation,Logistics,Packaging/Packaging(Materials,Machinery&Equipment);Services/ShopFitting&Equipment,Display;Machinery,IndustrialTechnology/OtherIndustrialMachinery&Equipment",Annual,topreput@top-repute.com
0.577128244,"International Exhibition on Food Packaging Machinery, Material and Technology(FoodPack)",Vietnam,Saigon Exhibition & Convention Center (SECC),"Machinery, ancillary equipment, moulds, raw materials, regenerated and composite materials, semi-finished and finished products for foos packing industry.","Transportation,Logistics,Packaging/Packaging(Materials,Machinery&Equipment);Machinery,IndustrialTechnology/OtherIndustrialMachinery&Equipment",Annual,topreput@top-repute.com
0.589220809,2015 Shenzhen International Waste Management & Environmental Technology Exhibition and Conference(WasteMET China 2015),China,Shenzhen Convention and Exhibition Centre,"Solid Waste Management, Disposal and Recycling of Waste, Waste Treatment Equipment, Comprehensive Recycling of Waste, Municipal Sanitation, Industrial & Commercial Cleaning, Renewable Resources Utilization, Environment Management.","Machinery,IndustrialTechnology/MaterialHandling,Pneumatics;Machinery,IndustrialTechnology/OtherIndustrialMachinery&Equipment;Environment/EnvironmentalProtection,WasteDisposal,Recycling;Building,Construction/Sanitation,Air-conditioning,Plumbing,Lighting",Annual,emily@singex.com
0.576842859,19th e-Book Expo Tokyo (eBooks)(eBooks),Japan,Tokyo Big Sight (Tokyo International Exhibition Center),"Companies who offer the below services. - digitalisation technologies for books, magazines, comics, journals and others - solutions for e-books creation, management, delivery, browse, sales and others. Digital contents holders","Information,Telecommunication/Telecommunication,DataProcessing,Computer;Information,Telecommunication/Media,AudioVisual(Films,Photos),Graphics;Services/Advertising,Marketing,BusinessAdministration;Hobby,Education/Books&Publications,EquipmentforLibrary",Annual,ebooks-expo@reedexpo.co.jp
0.560763315,The 8th  International Micro/MEMS Exhibition & Symposium(Microtechworld 2015),South Korea,Coex,"Micro Devices, Micro Parts, Fine Processing, Measurement/Evaluation, Applications.","Machinery,IndustrialTechnology/Electric&Electronics(Products,Machinery);Machinery,IndustrialTechnology/Testing,Measuring&Analyzing,PrecisionMechanics",Annual,ntrago@nanokorea.net
0.557299972,11th Asia International Industrial Automation Exhibition(AIAE 2015),China,China International Exhibition Center,1.INDUSTRIAL AUTOMATION  (Production and Process Automation);2.ELECTRICAL SYSTEMS;3.ROBOTICS;4.INDUSTRIAL AUTOMATION IT & SOFTWARE,"Machinery,IndustrialTechnology/MachineTools,Metalworking;Machinery,IndustrialTechnology/MaterialHandling,Pneumatics;Machinery,IndustrialTechnology/Testing,Measuring&Analyzing,PrecisionMechanics;Machinery,IndustrialTechnology/Electric&Electronics(Products,Machinery);Machinery,IndustrialTechnology/OtherIndustrialMachinery&Equipment;Machinery,IndustrialTechnology/ManufacturingTechnology&Engineering",Annual,china_automation@auto-wo.com
0.605445763,Asia Automotive Lightweight Procurement Symposium(AluMagsymposium),China,Jumeirah Himalayas Hotel Shanghai,"Advanced automotive lightweight materials, products and processes, supplierchain.","Machinery,IndustrialTechnology/Metals,MetalProducts,Hardware,Tools;Machinery,IndustrialTechnology/ManufacturingTechnology&Engineering;Machinery,IndustrialTechnology/AdvancedTechnology/Materials,Composites,R&D;Transportation,Logistics,Packaging/Automobiles(incl.Parts,Machinery);FundamentalIndustries/Chemistry,Rubber,Plastics,Materials",Annual,y.zhou@alumag.de
0.52023103,The 2nd Vietnam Transport Conference & Expo,Vietnam,Hanoi International Center for Exhibition (ICE),"Transportations; Air Transport, Land Transport, Road Transport, River & Marine Transport.  Construction; Construction vehicles & equipments, Construction safety. Logistics; Air Port & Air Cargo Service, Material handling Systems, Packaging System. Maintenance, Components & Assemblies.","Transportation,Logistics,Packaging/RailTraffic&OtherTransportationMachinery;Transportation,Logistics,Packaging/Marine,Shipbuilding,Shipping,PortEquipment;Transportation,Logistics,Packaging/Aerospace&Aviation,AirportEquipment;Transportation,Logistics,Packaging/Logistics,Storage,Warehousing;Transportation,Logistics,Packaging/Packaging(Materials,Machinery&Equipment);Building,Construction/Building&Construction,RealEstate",Irregular,jason@cpexh.com
0.499845278,TRANOI HOMME Spring-Summer 2015(TRANOI HOMME),France,Palais de la bourse/Carrousel du Louvre,"Men's wear, footwear, jewellery, fashion accessaries.","Living/Textiles&Apparel(Materials,Products&Machinery);Living/Leather(Materials,Products,Machinery),Footwear;Living/Jewelry,Gold/Silverware,Accessories",Twice a year,NULL
0.455435692,China International Consumer Electronics Show 2015(SINOCES),China,Qingdao International Convention Center,"Audio,Connected Home,Digital Imaging/Photography,Entertainment/Content, Telecom/Infrastructure,Electronic Gaming,Internet-Based Multimedia Services,Video,Computer Hardware & Software,Digital Health and Fitness,Emerging Technology, Lifestyle Electronics, Wireless & Wireless Devices, etc.","Information,Telecommunication/Telecommunication,DataProcessing,Computer;Information,Telecommunication/OfficeSupplies&Equipment,OfficeAutomation;Hobby,Education/Toys&Games;Information,Telecommunication/Media,AudioVisual(Films,Photos),Graphics;Machinery,IndustrialTechnology/Electric&Electronics(Products,Machinery);Hobby,Education/Amusement&Entertainment",Annual,marketing@sinoces.com
0.473016344,Exposalud 2015,Peru,Plaza San Miguel,"Medical instruments/equipments, Rihabilitation, Laboratory equipments.","MedicalCare,Health/Medical&HospitalEquipment,,Supplies;MedicalCare,Health/Welfare&NursingEquipment,Rehabilitation;MedicalCare,Health/HealthCare(Equipment,Products&Services);Information,Telecommunication/Optics,OpticalInstruments,Laser;Machinery,IndustrialTechnology/Testing,Measuring&Analyzing,PrecisionMechanics;Machinery,IndustrialTechnology/AdvancedTechnology/Materials,Composites,R&D",Annual,informes@exposalud.com.pe
